timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764446532915,2345,HTTP Request,201,Created,Ramp 1-1,text,true,,232,4862148,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2345,0,172
1764446534405,1782,HTTP Request,201,Created,Ramp 1-2,text,true,,232,4862168,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1782,0,75
1764446535904,1974,HTTP Request,201,Created,Ramp 1-3,text,true,,232,4862144,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1974,0,90
1764446537418,1795,HTTP Request,201,Created,Ramp 1-4,text,true,,232,4862172,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1795,0,88
1764446538917,1750,HTTP Request,201,Created,Ramp 1-5,text,true,,232,4862176,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1749,0,73
1764446540415,1859,HTTP Request,201,Created,Ramp 1-6,text,true,,232,4862160,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1859,0,81
1764446541917,2312,HTTP Request,201,Created,Ramp 1-7,text,true,,232,4862176,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2311,0,101
1764446543432,2070,HTTP Request,201,Created,Ramp 1-8,text,true,,232,4862152,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2070,0,108
1764446544933,1945,HTTP Request,201,Created,Ramp 1-9,text,true,,232,4862176,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1945,0,86
1764446546419,1853,HTTP Request,201,Created,Ramp 1-10,text,true,,232,4862172,2,2,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1853,0,84
1764446547931,3234,HTTP Request,201,Created,Ramp 1-11,text,true,,232,4862136,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,3234,0,1095
1764446550932,1876,HTTP Request,201,Created,Ramp 1-13,text,true,,232,4862144,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1875,0,70
1764446552419,2103,HTTP Request,201,Created,Ramp 1-14,text,true,,232,4862168,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2103,0,74
1764446553933,1949,HTTP Request,201,Created,Ramp 1-15,text,true,,232,4862164,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1949,0,91
1764446556920,2376,HTTP Request,201,Created,Ramp 1-17,text,true,,232,4862156,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2376,0,88
1764446549418,9897,HTTP Request,201,Created,Ramp 1-12,text,true,,232,4862136,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,9897,0,86
1764446559935,2432,HTTP Request,201,Created,Ramp 1-19,text,true,,232,4862164,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2432,0,109
1764446562935,2817,HTTP Request,201,Created,Ramp 1-21,text,true,,232,4862164,5,5,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2817,0,170
1764446561421,5891,HTTP Request,500,Internal Server Error,Ramp 1-20,text,false,,577,4862176,5,5,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,5890,0,71
1764446555436,11886,HTTP Request,500,Internal Server Error,Ramp 1-16,text,false,,304,4862176,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,11886,0,86
1764446565920,2635,HTTP Request,201,Created,Ramp 1-23,text,true,,232,4862148,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2634,0,75
1764446558423,11193,HTTP Request,201,Created,Ramp 1-18,text,true,,232,4862156,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,11193,0,86
1764446564420,5438,HTTP Request,201,Created,Ramp 1-22,text,true,,232,4862140,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,5438,0,81
1764446568921,2481,HTTP Request,201,Created,Ramp 1-25,text,true,,232,4862136,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2481,0,84
1764446567435,5746,HTTP Request,201,Created,Ramp 1-24,text,true,,232,4862160,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,5746,0,105
1764446571934,2268,HTTP Request,201,Created,Ramp 1-27,text,true,,232,4862172,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2268,0,80
1764446570420,7907,HTTP Request,201,Created,Ramp 1-26,text,true,,232,4862148,5,5,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,7907,0,72
1764446576435,2167,HTTP Request,201,Created,Ramp 1-30,text,true,,232,4862156,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2167,0,84
1764446574935,3721,HTTP Request,201,Created,Ramp 1-29,text,true,,232,4862144,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,3721,0,87
1764446579434,2411,HTTP Request,201,Created,Ramp 1-32,text,true,,232,4862160,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2411,0,102
1764446580925,4473,HTTP Request,201,Created,Ramp 1-33,text,true,,232,4862140,5,5,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,4473,0,68
1764446582426,3358,HTTP Request,201,Created,Ramp 1-34,text,true,,232,4862136,5,5,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,3358,0,96
1764446577926,9161,HTTP Request,500,Internal Server Error,Ramp 1-31,text,false,,304,4862176,5,5,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,9161,0,132
1764446573424,13669,HTTP Request,201,Created,Ramp 1-28,text,true,,232,4862160,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,13669,0,100
1764446585425,2700,HTTP Request,201,Created,Ramp 1-36,text,true,,232,4862152,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2700,0,89
1764446583931,4791,HTTP Request,201,Created,Ramp 1-35,text,true,,232,4862168,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,4791,0,86
1764446588413,7848,HTTP Request,201,Created,Ramp 1-38,text,true,,232,4862156,7,7,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,7848,0,98
1764446591413,4882,HTTP Request,500,Internal Server Error,Ramp 1-40,text,false,,682,4862136,6,6,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,4882,0,77
1764446592915,3381,HTTP Request,500,Internal Server Error,Ramp 1-41,text,false,,589,4862164,5,5,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,3381,0,123
1764446586926,9375,HTTP Request,500,Internal Server Error,Ramp 1-37,text,false,,589,4862160,4,4,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,9375,0,95
1764446594416,1887,HTTP Request,500,Internal Server Error,Ramp 1-42,text,false,,304,4862152,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,1887,0,160
1764446595916,2079,HTTP Request,201,Created,Ramp 1-43,text,true,,232,4862140,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,2079,0,96
1764446589913,9245,HTTP Request,201,Created,Ramp 1-39,text,true,,232,4862160,3,3,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,9245,0,77
1764446598915,10885,HTTP Request,201,Created,Ramp 1-45,text,true,,232,4862148,9,9,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,10885,0,74
1764446603416,31851,HTTP Request,500,Internal Server Error,Ramp 1-48,text,false,,198,4862136,25,25,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31850,0,68
1764446597415,39555,HTTP Request,500,Internal Server Error,Ramp 1-44,text,false,,198,4862164,25,25,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,39555,0,73
1764446606417,31704,HTTP Request,500,Internal Server Error,Ramp 1-50,text,false,,198,4862176,25,25,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31704,0,74
1764446607916,31785,HTTP Request,500,Internal Server Error,Ramp 1-51,text,false,,198,4862140,25,25,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31785,0,136
1764446600413,39730,HTTP Request,500,Internal Server Error,Ramp 1-46,text,false,,397,4862136,24,24,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,39730,0,89
1764446601914,38277,HTTP Request,500,Internal Server Error,Ramp 1-47,text,false,,397,4862148,23,23,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,38277,0,88
1764446604914,35313,HTTP Request,500,Internal Server Error,Ramp 1-49,text,false,,397,4862156,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,35313,0,87
1764446609417,31666,HTTP Request,500,Internal Server Error,Ramp 1-52,text,false,,198,4862148,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31666,0,91
1764446610918,31707,HTTP Request,500,Internal Server Error,Ramp 1-53,text,false,,198,4862144,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31707,0,91
1764446612417,31673,HTTP Request,500,Internal Server Error,Ramp 1-54,text,false,,198,4862164,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31673,0,89
1764446613933,32256,HTTP Request,500,Internal Server Error,Ramp 1-55,text,false,,198,4862144,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,32256,0,116
1764446615415,33364,HTTP Request,500,Internal Server Error,Ramp 1-56,text,false,,198,4862168,23,23,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,33364,0,91
1764446616917,31931,HTTP Request,500,Internal Server Error,Ramp 1-57,text,false,,198,4862140,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31931,0,74
1764446618405,31658,HTTP Request,500,Internal Server Error,Ramp 1-58,text,false,,198,4862140,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31658,0,73
1764446619917,32667,HTTP Request,500,Internal Server Error,Ramp 1-59,text,false,,198,4862160,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,32667,0,93
1764446621403,32519,HTTP Request,500,Internal Server Error,Ramp 1-60,text,false,,198,4862172,22,22,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,32519,0,86
1764446624416,31587,HTTP Request,500,Internal Server Error,Ramp 1-62,text,false,,198,4862160,23,23,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31587,0,67
1764446625918,31880,HTTP Request,500,Internal Server Error,Ramp 1-63,text,false,,198,4862172,23,23,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31880,0,126
1764446627417,31737,HTTP Request,500,Internal Server Error,Ramp 1-64,text,false,,198,4862156,23,23,http://anb-ecs-lb-597258804.us-east-1.elb.amazonaws.com:8000/api/videos/upload,31737,0,95
